0 785 42.9165
1 787 66.4165
2 783 64.75
3 779 69.75
4 785 52.5
5 783 46.25
6 773 45.4165
7 787 51.5
8 853 49.75
9 853 43.5
10 847 41.5
11 857 51.5
12 859 62.9165
13 853 62.25
14 857 59.75
15 859 57.9165
16 783 57.25
17 785 65.4165
18 781 63.0835
19 781 61.25
20 785 58.0835
21 787 56.25
22 785 49.75
23 785 59.75
24 793 68.9165
25 795 47.9165
26 799 50.5
27 793 46
28 797 44.75
29 799 61.4165
30 797 43.75
31 781 45.5835
32 785 49.5835
33 783 48.5
34 783 45.4165
35 791 47.0835
36 783 46.4165
37 785 48.75
38 787 48.0835
39 857 56.4165
40 861 41.4165
41 849 45.4165
42 857 44
43 857 43.9165
44 853 43.5
45 855 42.9165
46 849 45.5835
47 779 61.25
48 785 61.4165
49 779 48
50 961 42.915
51 781 56.4165
52 781 53.9165
53 787 52.9165
54 781 53.9165
55 801 39.5
56 799 40.5
57 793 46
58 803 43.5
59 797 46.5
60 795 45
61 797 41.5
62 779 50.4165
63 779 47.9165
64 785 53.9165
65 785 47.5
66 777 46.4165
67 785 45
68 785 45
69 775 57.25
70 861 46.4165
71 851 43.9165
72 849 42.9165
73 851 47.0835
74 859 47.9165
75 853 41
76 855 40
77 853 45.5835
78 781 62.25
79 777 56.25
80 781 57.9165
81 783 55.5835
82 781 67.9165
83 789 53
84 787 51.5
85 787 58.75
86 797 46.25
87 797 46.25
88 791 42.25
89 797 45.4165
90 797 41.5
91 793 43.75
92 795 42.5
93 785 45
94 787 46.4165
95 775 47.5
96 787 43.75
97 777 53.9165
98 789 46.4165
99 779 47.9165
100 787 44
101 853 47.25
102 853 50.4165
103 855 43.9165
104 851 42
105 849 42.25
106 855 40
107 851 49.5835
108 855 42.5
109 779 53.75
110 777 53.75
111 779 52.9165
112 779 57.9165
113 781 52.9165
114 783 54.5835
115 961 42.915
116 775 53.75
117 777 51.5
118 795 45.4165
119 793 43.5
120 791 44.5
121 799 41.25
122 795 47.9165
123 791 37.9165
124 797 43.9165
125 817 57.9165
126 813 66.25
127 821 59.5
128 815 57.5
129 811 57.9165
130 813 57.9165
131 815 52.25
132 813 58.9165
133 815 47.0835
134 823 43.75
135 821 47
136 821 44.5
137 819 43.9165
138 821 63.9165
139 825 35
140 823 41.25
141 821 52.25
142 821 57
143 819 54.5835
144 813 49.75
145 815 61.25
146 809 68.9165
147 813 53.75
148 809 53.75
149 815 55.4165
150 807 66.4165
151 813 53.75
152 815 46.4165
153 811 57.9165
154 817 47.25
155 813 55.4165
156 817 72.9165
157 815 67.25
158 815 57.9165
159 807 56.25
160 807 52.25
161 815 61.4165
162 809 57.9165
163 815 56.4165
164 825 42.5
165 819 41.4165
166 823 43.75
167 825 42.5
168 819 40.4165
169 823 43.5
170 819 45.5
171 823 44.75
172 811 46.4165
173 813 62.25
174 815 52.9165
175 821 52.25
176 819 60.5
177 815 57.9165
178 815 57.5
179 817 57.25
180 813 64.75
181 813 66.4165
182 813 60.4165
183 817 56.5
184 817 58.0835
185 813 53.5
186 807 61.5
187 813 59.5835
188 811 62.25
189 819 61.25
190 813 63.9165
191 817 59
192 817 56.5
193 809 55.5
194 811 54.5
195 817 46.5
196 821 42.9165
197 821 44.5
198 823 43.5
199 819 43
200 817 41.5
201 823 46.25
202 829 40.5
203 815 55
204 817 57.0835
205 809 54.75
206 811 54.5
207 811 48.75
208 813 54.75
209 813 48.75
210 805 52.5
211 807 57.25
212 811 67.9165
213 813 61.25
214 809 67.9165
215 813 71.25
216 817 74.75
217 817 63.75
218 811 68.9165
219 813 69.75
220 811 63.75
221 815 72.9165
222 813 57.9165
223 809 58.9165
224 811 61.4165
225 819 58.9165
226 817 46.4165
227 819 48.75
228 823 42.9165
229 821 59.75
230 813 66.4165
231 817 45.5835
232 823 47.9165
233 815 38.75
234 813 57.9165
235 817 51.25
236 815 53.9165
237 807 56.25
238 813 48.0835
239 809 61.25
240 819 55.4165
241 815 58.0835
242 809 56.25
243 817 58.9165
244 811 51.4165
245 817 50.4165
246 815 63.75
247 815 67.5
248 813 68.75
249 789 57.9165
